Date,Ticker,Sector,Return,Market_Return,Risk_Free_Rate,Excess_Return,Excess_Market_Return,Lagged_Return,Volatility,Momentum,Technology,Financials,Healthcare,Consumer
2008-02-01,UNH,Healthcare,-0.0857589881569894,-0.0347611927372881,0.0017666666666666666,-0.08752565482365607,-0.03652785940395477,,,,0,0,1,0
2008-02-01,WMT,Consumer,-0.0226645125349469,-0.0347611927372881,0.0017666666666666666,-0.024431179201613567,-0.03652785940395477,,,,0,0,0,1
2008-03-01,AAPL,Technology,0.1478167062191364,-0.0059596233978174,0.00105,0.1467667062191364,-0.0070096233978174,-0.0763890915561045,,,1,0,0,0
2008-03-01,AMZN,Technology,0.1059407608048881,-0.0059596233978174,0.00105,0.1048907608048881,-0.0070096233978174,-0.1702702647968186,,,1,0,0,0
2008-03-01,BAC,Financials,-0.0460491379982567,-0.0059596233978174,0.00105,-0.047099137998256706,-0.0070096233978174,-0.0998866758550667,,,0,1,0,0
2008-03-01,C,Financials,-0.0965837143471428,-0.0059596233978174,0.00105,-0.0976337143471428,-0.0070096233978174,-0.1485515283573036,,,0,1,0,0
2008-03-01,COST,Consumer,0.0516247862545808,-0.0059596233978174,0.00105,0.0505747862545808,-0.0070096233978174,-0.0886080239896613,,,0,0,0,1
2008-03-01,GOOGL,Technology,-0.0651766124513509,-0.0059596233978174,0.00105,-0.06622661245135089,-0.0070096233978174,-0.1650185822545123,,,1,0,0,0
2008-03-01,GS,Financials,-0.0249957484278688,-0.0059596233978174,0.00105,-0.0260457484278688,-0.0070096233978174,-0.1484409362101523,,,0,1,0,0
2008-03-01,JNJ,Healthcare,0.0539104594540802,-0.0059596233978174,0.00105,0.052860459454080196,-0.0070096233978174,-0.0186886025323871,,,0,0,1,0
2008-03-01,JPM,Financials,0.0565803381858267,-0.0059596233978174,0.00105,0.0555303381858267,-0.0070096233978174,-0.1348734531430612,,,0,1,0,0
2008-03-01,KO,Consumer,0.0412247672915369,-0.0059596233978174,0.00105,0.0401747672915369,-0.0070096233978174,-0.0091523904705469,,,0,0,0,1
2008-03-01,MCD,Consumer,0.0377114318271352,-0.0059596233978174,0.00105,0.036661431827135195,-0.0070096233978174,0.0098919329820739,,,0,0,0,1
2008-03-01,MRK,Healthcare,-0.1433409856915685,-0.0059596233978174,0.00105,-0.1443909856915685,-0.0070096233978174,-0.0390456514963248,,,0,0,1,0
2008-03-01,MS,Financials,0.0849946477033021,-0.0059596233978174,0.00105,0.08394464770330211,-0.0070096233978174,-0.1413342896716048,,,0,1,0,0
2008-03-01,MSFT,Technology,0.047436108145662,-0.0059596233978174,0.00105,0.046386108145662,-0.0070096233978174,-0.1656441934021171,,,1,0,0,0
2008-03-01,NVDA,Technology,-0.0748006579057478,-0.0059596233978174,0.00105,-0.0758506579057478,-0.0070096233978174,-0.130134735232261,,,1,0,0,0
2008-03-01,PFE,Healthcare,-0.0473146109088058,-0.0059596233978174,0.00105,-0.048364610908805804,-0.0070096233978174,-0.0462325398763973,,,0,0,1,0
2008-03-01,PG,Consumer,0.0587790437558954,-0.0059596233978174,0.00105,0.057729043755895396,-0.0070096233978174,0.0167229186860518,,,0,0,0,1
2008-03-01,UNH,Healthcare,-0.26075746111633,-0.0059596233978174,0.00105,-0.26180746111633,-0.0070096233978174,-0.0857589881569894,,,0,0,1,0
2008-03-01,WMT,Consumer,0.0623107044400446,-0.0059596233978174,0.00105,0.0612607044400446,-0.0070096233978174,-0.0226645125349469,,,0,0,0,1
2008-04-01,AAPL,Technology,0.2121950220489794,0.047546697641229,0.001075,0.2111200220489794,0.046471697641229,0.1478167062191364,,,1,0,0,0
2008-04-01,AMZN,Technology,0.1028050196172007,0.047546697641229,0.001075,0.1017300196172007,0.046471697641229,0.1059407608048881,,,1,0,0,0
2008-04-01,BAC,Financials,0.0068564201802769,0.047546697641229,0.001075,0.0057814201802769,0.046471697641229,-0.0460491379982567,,,0,1,0,0
2008-04-01,C,Financials,0.1797382197838011,0.047546697641229,0.001075,0.17866321978380112,0.046471697641229,-0.0965837143471428,,,0,1,0,0
2008-04-01,COST,Consumer,0.0966600558968364,0.047546697641229,0.001075,0.0955850558968364,0.046471697641229,0.0516247862545808,,,0,0,0,1
2008-04-01,GOOGL,Technology,0.3038116451018571,0.047546697641229,0.001075,0.3027366451018571,0.046471697641229,-0.0651766124513509,,,1,0,0,0
2008-04-01,GS,Financials,0.1570834082109757,0.047546697641229,0.001075,0.1560084082109757,0.046471697641229,-0.0249957484278688,,,0,1,0,0
2008-04-01,JNJ,Healthcare,0.0342220991570987,0.047546697641229,0.001075,0.0331470991570987,0.046471697641229,0.0539104594540802,,,0,0,1,0
2008-04-01,JPM,Financials,0.1094299725495686,0.047546697641229,0.001075,0.10835497254956859,0.046471697641229,0.0565803381858267,,,0,1,0,0
2008-04-01,KO,Consumer,-0.0266374992966068,0.047546697641229,0.001075,-0.0277124992966068,0.046471697641229,0.0412247672915369,,,0,0,0,1
2008-04-01,MCD,Consumer,0.0683159968495201,0.047546697641229,0.001075,0.06724099684952009,0.046471697641229,0.0377114318271352,,,0,0,0,1
2008-04-01,MRK,Healthcare,0.011152356421973,0.047546697641229,0.001075,0.010077356421973,0.046471697641229,-0.1433409856915685,,,0,0,1,0
2008-04-01,MS,Financials,0.0634574949166606,0.047546697641229,0.001075,0.0623824949166606,0.046471697641229,0.0849946477033021,,,0,1,0,0
2008-04-01,MSFT,Technology,0.0049334392283122,0.047546697641229,0.001075,0.0038584392283122003,0.046471697641229,0.047436108145662,,,1,0,0,0
2008-04-01,NVDA,Technology,0.0384031423479764,0.047546697641229,0.001075,0.0373281423479764,0.046471697641229,-0.0748006579057478,,,1,0,0,0
2008-04-01,PFE,Healthcare,-0.0391781709004209,0.047546697641229,0.001075,-0.0402531709004209,0.046471697641229,-0.0473146109088058,,,0,0,1,0
2008-04-01,PG,Consumer,-0.0430992697619927,0.047546697641229,0.001075,-0.0441742697619927,0.046471697641229,0.0587790437558954,,,0,0,0,1
2008-04-01,UNH,Healthcare,-0.0495201442248325,0.047546697641229,0.001075,-0.0505951442248325,0.046471697641229,-0.26075746111633,,,0,0,1,0
2008-04-01,WMT,Consumer,0.1058451137319611,0.047546697641229,0.001075,0.10477011373196109,0.046471697641229,0.0623107044400446,,,0,0,0,1
2008-05-01,AAPL,Technology,0.0850818983243426,0.0106741817040685,0.0014416666666666666,0.08364023165767594,0.009232515037401832,0.2121950220489794,,,1,0,0,0
2008-05-01,AMZN,Technology,0.0380261718896397,0.0106741817040685,0.0014416666666666666,0.03658450522297303,0.009232515037401832,0.1028050196172007,,,1,0,0,0
2008-05-01,BAC,Financials,-0.0940333590337656,0.0106741817040685,0.0014416666666666666,-0.09547502570043226,0.009232515037401832,0.0068564201802769,,,0,1,0,0
2008-05-01,C,Financials,-0.1337556805171926,0.0106741817040685,0.0014416666666666666,-0.13519734718385928,0.009232515037401832,0.1797382197838011,,,0,1,0,0
2008-05-01,COST,Consumer,0.0009821269141518,0.0106741817040685,0.0014416666666666666,-0.0004595397525148665,0.009232515037401832,0.0966600558968364,,,0,0,0,1
2008-05-01,GOOGL,Technology,0.0200422633698158,0.0106741817040685,0.0014416666666666666,0.018600596703149133,0.009232515037401832,0.3038116451018571,,,1,0,0,0
2008-05-01,GS,Financials,-0.076461107653743,0.0106741817040685,0.0014416666666666666,-0.07790277432040967,0.009232515037401832,0.1570834082109757,,,0,1,0,0
2008-05-01,JNJ,Healthcare,-0.0052166848395441,0.0106741817040685,0.0014416666666666666,-0.006658351506210767,0.009232515037401832,0.0342220991570987,,,0,0,1,0
2008-05-01,JPM,Financials,-0.0902310748946463,0.0106741817040685,0.0014416666666666666,-0.09167274156131296,0.009232515037401832,0.1094299725495686,,,0,1,0,0
2008-05-01,KO,Consumer,-0.0273482947442206,0.0106741817040685,0.0014416666666666666,-0.028789961410887268,0.009232515037401832,-0.0266374992966068,,,0,0,0,1
2008-05-01,MCD,Consumer,-0.0043639774807511,0.0106741817040685,0.0014416666666666666,-0.005805644147417767,0.009232515037401832,0.0683159968495201,,,0,0,0,1
2008-05-01,MRK,Healthcare,0.0241849922242505,0.0106741817040685,0.0014416666666666666,0.02274332555758383,0.009232515037401832,0.011152356421973,,,0,0,1,0
2008-05-01,MS,Financials,-0.0847279645642972,0.0106741817040685,0.0014416666666666666,-0.08616963123096386,0.009232515037401832,0.0634574949166606,,,0,1,0,0
2008-05-01,MSFT,Technology,-0.0070126779593376,0.0106741817040685,0.0014416666666666666,-0.008454344626004267,0.009232515037401832,0.0049334392283122,,,1,0,0,0
2008-05-01,NVDA,Technology,0.2019466249191277,0.0106741817040685,0.0014416666666666666,0.20050495825246104,0.009232515037401832,0.0384031423479764,,,1,0,0,0
2008-05-01,PFE,Healthcare,-0.0372950037542063,0.0106741817040685,0.0014416666666666666,-0.03873667042087297,0.009232515037401832,-0.0391781709004209,,,0,0,1,0
2008-05-01,PG,Consumer,-0.0092719135326512,0.0106741817040685,0.0014416666666666666,-0.010713580199317868,0.009232515037401832,-0.0430992697619927,,,0,0,0,1
2008-05-01,UNH,Healthcare,0.0484215460018109,0.0106741817040685,0.0014416666666666666,0.046979879335144234,0.009232515037401832,-0.0495201442248325,,,0,0,1,0
2008-05-01,WMT,Consumer,-0.0041396274964375,0.0106741817040685,0.0014416666666666666,-0.005581294163104167,0.009232515037401832,0.1058451137319611,,,0,0,0,1
2008-06-01,AAPL,Technology,-0.112900544340795,-0.0859623848263144,0.0015500000000000002,-0.11445054434079499,-0.08751238482631439,0.0850818983243426,,,1,0,0,0
2008-06-01,AMZN,Technology,-0.1015681878913736,-0.0859623848263144,0.0015500000000000002,-0.1031181878913736,-0.08751238482631439,0.0380261718896397,,,1,0,0,0
2008-06-01,BAC,Financials,-0.2981474178039895,-0.0859623848263144,0.0015500000000000002,-0.2996974178039895,-0.08751238482631439,-0.0940333590337656,,,0,1,0,0
2008-06-01,C,Financials,-0.2245333375403825,-0.0859623848263144,0.0015500000000000002,-0.22608333754038248,-0.08751238482631439,-0.1337556805171926,,,0,1,0,0
2008-06-01,COST,Consumer,-0.0144132886901462,-0.0859623848263144,0.0015500000000000002,-0.0159632886901462,-0.08751238482631439,0.0009821269141518,,,0,0,0,1
2008-06-01,GOOGL,Technology,-0.1013657715843535,-0.0859623848263144,0.0015500000000000002,-0.1029157715843535,-0.08751238482631439,0.0200422633698158,,,1,0,0,0
2008-06-01,GS,Financials,-0.0085597961405045,-0.0859623848263144,0.0015500000000000002,-0.010109796140504501,-0.08751238482631439,-0.076461107653743,,,0,1,0,0
2008-06-01,JNJ,Healthcare,-0.0291661700718418,-0.0859623848263144,0.0015500000000000002,-0.0307161700718418,-0.08751238482631439,-0.0052166848395441,,,0,0,1,0
2008-06-01,JPM,Financials,-0.2020928935000707,-0.0859623848263144,0.0015500000000000002,-0.2036428935000707,-0.08751238482631439,-0.0902310748946463,,,0,1,0,0
2008-06-01,KO,Consumer,-0.0922110144706801,-0.0859623848263144,0.0015500000000000002,-0.0937610144706801,-0.08751238482631439,-0.0273482947442206,,,0,0,0,1
2008-06-01,MCD,Consumer,-0.0522585758122097,-0.0859623848263144,0.0015500000000000002,-0.0538085758122097,-0.08751238482631439,-0.0043639774807511,,,0,0,0,1
2008-06-01,MRK,Healthcare,-0.03259729491255,-0.0859623848263144,0.0015500000000000002,-0.03414729491255,-0.08751238482631439,0.0241849922242505,,,0,0,1,0
2008-06-01,MS,Financials,-0.1844904930704358,-0.0859623848263144,0.0015500000000000002,-0.1860404930704358,-0.08751238482631439,-0.0847279645642972,,,0,1,0,0
2008-06-01,MSFT,Technology,-0.025025757552118,-0.0859623848263144,0.0015500000000000002,-0.026575757552118,-0.08751238482631439,-0.0070126779593376,,,1,0,0,0
2008-06-01,NVDA,Technology,-0.2421053502597775,-0.0859623848263144,0.0015500000000000002,-0.2436553502597775,-0.08751238482631439,0.2019466249191277,,,1,0,0,0
2008-06-01,PFE,Healthcare,-0.0832574467337662,-0.0859623848263144,0.0015500000000000002,-0.0848074467337662,-0.08751238482631439,-0.0372950037542063,,,0,0,1,0
2008-06-01,PG,Consumer,-0.0793340565990136,-0.0859623848263144,0.0015500000000000002,-0.0808840565990136,-0.08751238482631439,-0.0092719135326512,,,0,0,0,1
2008-06-01,UNH,Healthcare,-0.232680617685548,-0.0859623848263144,0.0015500000000000002,-0.234230617685548,-0.08751238482631439,0.0484215460018109,,,0,0,1,0
2008-06-01,WMT,Consumer,-0.0225638823393943,-0.0859623848263144,0.0015500000000000002,-0.0241138823393943,-0.08751238482631439,-0.0041396274964375,,,0,0,0,1
2008-07-01,AAPL,Technology,-0.0507048309794572,-0.0098593711853027,0.0013583333333333331,-0.05206316431279054,-0.011217704518636034,-0.112900544340795,,,1,0,0,0
2008-07-01,AMZN,Technology,0.0410472704080835,-0.0098593711853027,0.0013583333333333331,0.039688937074750165,-0.011217704518636034,-0.1015681878913736,,,1,0,0,0
2008-07-01,BAC,Financials,0.405299802993633,-0.0098593711853027,0.0013583333333333331,0.40394146966029965,-0.011217704518636034,-0.2981474178039895,,,0,1,0,0
2008-07-01,C,Financials,0.1151553467456927,-0.0098593711853027,0.0013583333333333331,0.11379701341235936,-0.011217704518636034,-0.2245333375403825,,,0,1,0,0
2008-07-01,COST,Consumer,-0.1063586871659547,-0.0098593711853027,0.0013583333333333331,-0.10771702049928804,-0.011217704518636034,-0.0144132886901462,,,0,0,0,1
2008-07-01,GOOGL,Technology,-0.1000531982256156,-0.0098593711853027,0.0013583333333333331,-0.10141153155894894,-0.011217704518636034,-0.1013657715843535,,,1,0,0,0
2008-07-01,GS,Financials,0.0522589855549315,-0.0098593711853027,0.0013583333333333331,0.05090065222159816,-0.011217704518636034,-0.0085597961405045,,,0,1,0,0
2008-07-01,JNJ,Healthcare,0.0641898065411503,-0.0098593711853027,0.0013583333333333331,0.06283147320781696,-0.011217704518636034,-0.0291661700718418,,,0,0,1,0
2008-07-01,JPM,Financials,0.1842031131906489,-0.0098593711853027,0.0013583333333333331,0.18284477985731556,-0.011217704518636034,-0.2020928935000707,,,0,1,0,0
2008-07-01,KO,Consumer,-0.0027014567405662,-0.0098593711853027,0.0013583333333333331,-0.004059790073899533,-0.011217704518636034,-0.0922110144706801,,,0,0,0,1
2008-07-01,MCD,Consumer,0.0704236933238231,-0.0098593711853027,0.0013583333333333331,0.06906535999048977,-0.011217704518636034,-0.0522585758122097,,,0,0,0,1
2008-07-01,MRK,Healthcare,-0.1183534515812658,-0.0098593711853027,0.0013583333333333331,-0.11971178491459913,-0.011217704518636034,-0.03259729491255,,,0,0,1,0
2008-07-01,MS,Financials,0.0945385455482519,-0.0098593711853027,0.0013583333333333331,0.09318021221491857,-0.011217704518636034,-0.1844904930704358,,,0,1,0,0
2008-07-01,MSFT,Technology,-0.0650674122707318,-0.0098593711853027,0.0013583333333333331,-0.06642574560406514,-0.011217704518636034,-0.025025757552118,,,1,0,0,0
2008-07-01,NVDA,Technology,-0.3888889313863353,-0.0098593711853027,0.0013583333333333331,-0.39024726471966864,-0.011217704518636034,-0.2421053502597775,,,1,0,0,0
2008-07-01,PFE,Healthcare,0.068688552961234,-0.0098593711853027,0.0013583333333333331,0.06733021962790066,-0.011217704518636034,-0.0832574467337662,,,0,0,1,0
2008-07-01,PG,Consumer,0.0767967534225575,-0.0098593711853027,0.0013583333333333331,0.07543842008922416,-0.011217704518636034,-0.0793340565990136,,,0,0,0,1
2008-07-01,UNH,Healthcare,0.0697144952024195,-0.0098593711853027,0.0013583333333333331,0.06835616186908616,-0.011217704518636034,-0.232680617685548,,,0,0,1,0
2008-07-01,WMT,Consumer,0.0430597677635009,-0.0098593711853027,0.0013583333333333331,0.041701434430167564,-0.011217704518636034,-0.0225638823393943,,,0,0,0,1
2008-08-01,AAPL,Technology,0.0665616835144784,0.0121904646691215,0.0014333333333333333,0.06512835018114507,0.010757131335788166,-0.0507048309794572,,,1,0,0,0
2008-08-01,AMZN,Technology,0.0585539053988535,0.0121904646691215,0.0014333333333333333,0.05712057206552017,0.010757131335788166,0.0410472704080835,,,1,0,0,0
2008-08-01,BAC,Financials,-0.0534955823467501,0.0121904646691215,0.0014333333333333333,-0.054928915680083436,0.010757131335788166,0.405299802993633,,,0,1,0,0
2008-08-01,C,Financials,0.0336357906686666,0.0121904646691215,0.0014333333333333333,0.032202457335333265,0.010757131335788166,0.1151553467456927,,,0,1,0,0
2008-08-01,COST,Consumer,0.0698788841911051,0.0121904646691215,0.0014333333333333333,0.06844555085777178,0.010757131335788166,-0.1063586871659547,,,0,0,0,1
2008-08-01,GOOGL,Technology,-0.0220791042926533,0.0121904646691215,0.0014333333333333333,-0.023512437625986635,0.010757131335788166,-0.1000531982256156,,,1,0,0,0
2008-08-01,GS,Financials,-0.1073194965402375,0.0121904646691215,0.0014333333333333333,-0.10875282987357082,0.010757131335788166,0.0522589855549315,,,0,1,0,0
2008-08-01,JNJ,Healthcare,0.0286259172061014,0.0121904646691215,0.0014333333333333333,0.027192583872768065,0.010757131335788166,0.0641898065411503,,,0,0,1,0
2008-08-01,JPM,Financials,-0.0420607145547633,0.0121904646691215,0.0014333333333333333,-0.04349404788809663,0.010757131335788166,0.1842031131906489,,,0,1,0,0
2008-08-01,KO,Consumer,0.0110683406144334,0.0121904646691215,0.0014333333333333333,0.009635007281100066,0.010757131335788166,-0.0027014567405662,,,0,0,0,1
2008-08-01,MCD,Consumer,0.0369629334538574,0.0121904646691215,0.0014333333333333333,0.035529600120524064,0.010757131335788166,0.0704236933238231,,,0,0,0,1
2008-08-01,MRK,Healthcare,0.0841943724620759,0.0121904646691215,0.0014333333333333333,0.08276103912874257,0.010757131335788166,-0.1183534515812658,,,0,0,1,0
2008-08-01,MS,Financials,0.0419038087472387,0.0121904646691215,0.0014333333333333333,0.04047047541390537,0.010757131335788166,0.0945385455482519,,,0,1,0,0
2008-08-01,MSFT,Technology,0.06104264140111,0.0121904646691215,0.0014333333333333333,0.059609308067776666,0.010757131335788166,-0.0650674122707318,,,1,0,0,0
2008-08-01,NVDA,Technology,0.1048945884416778,0.0121904646691215,0.0014333333333333333,0.10346125510834447,0.010757131335788166,-0.3888889313863353,,,1,0,0,0
2008-08-01,PFE,Healthcare,0.0235675810596913,0.0121904646691215,0.0014333333333333333,0.02213424772635797,0.010757131335788166,0.068688552961234,,,0,0,1,0
2008-08-01,PG,Consumer,0.0721808249326967,0.0121904646691215,0.0014333333333333333,0.07074749159936337,0.010757131335788166,0.0767967534225575,,,0,0,0,1
2008-08-01,UNH,Healthcare,0.0844019364119437,0.0121904646691215,0.0014333333333333333,0.08296860307861037,0.010757131335788166,0.0697144952024195,,,0,0,1,0
2008-08-01,WMT,Consumer,0.0076767744478551,0.0121904646691215,0.0014333333333333333,0.006243441114521767,0.010757131335788166,0.0430597677635009,,,0,0,0,1
2008-09-01,AAPL,Technology,-0.3295580002003204,-0.0907914335437921,0.0009416666666666666,-0.33049966686698706,-0.09173310021045876,0.0665616835144784,,,1,0,0,0
2008-09-01,AMZN,Technology,-0.0996164178313605,-0.0907914335437921,0.0009416666666666666,-0.10055808449802715,-0.09173310021045876,0.0585539053988535,,,1,0,0,0
2008-09-01,BAC,Financials,0.1239565122423342,-0.0907914335437921,0.0009416666666666666,0.12301484557566754,-0.09173310021045876,-0.0534955823467501,,,0,1,0,0
2008-09-01,C,Financials,0.0800419557535307,-0.0907914335437921,0.0009416666666666666,0.07910028908686403,-0.09173310021045876,0.0336357906686666,,,0,1,0,0
2008-09-01,COST,Consumer,-0.0293600285117912,-0.0907914335437921,0.0009416666666666666,-0.030301695178457867,-0.09173310021045876,0.0698788841911051,,,0,0,0,1
2008-09-01,GOOGL,Technology,-0.1354874099338806,-0.0907914335437921,0.0009416666666666666,-0.13642907660054726,-0.09173310021045876,-0.0220791042926533,,,1,0,0,0
2008-09-01,GS,Financials,-0.2193695286618245,-0.0907914335437921,0.0009416666666666666,-0.22031119532849117,-0.09173310021045876,-0.1073194965402375,,,0,1,0,0
2008-09-01,JNJ,Healthcare,-0.009938896743853,-0.0907914335437921,0.0009416666666666666,-0.010880563410519666,-0.09173310021045876,0.0286259172061014,,,0,0,1,0
2008-09-01,JPM,Financials,0.2133020030767982,-0.0907914335437921,0.0009416666666666666,0.21236033641013152,-0.09173310021045876,-0.0420607145547633,,,0,1,0,0
2008-09-01,KO,Consumer,0.0155553884319552,-0.0907914335437921,0.0009416666666666666,0.014613721765288534,-0.09173310021045876,0.0110683406144334,,,0,0,0,1
2008-09-01,MCD,Consumer,0.0012090649775899,-0.0907914335437921,0.0009416666666666666,0.0002673983109232334,-0.09173310021045876,0.0369629334538574,,,0,0,0,1
2008-09-01,MRK,Healthcare,-0.1152227227235077,-0.0907914335437921,0.0009416666666666666,-0.11616438939017436,-0.09173310021045876,0.0841943724620759,,,0,0,1,0
2008-09-01,MS,Financials,-0.4366886790767466,-0.0907914335437921,0.0009416666666666666,-0.43763034574341325,-0.09173310021045876,0.0419038087472387,,,0,1,0,0
2008-09-01,MSFT,Technology,-0.0180859175101565,-0.0907914335437921,0.0009416666666666666,-0.019027584176823167,-0.09173310021045876,0.06104264140111,,,1,0,0,0
2008-09-01,NVDA,Technology,-0.1526895783762205,-0.0907914335437921,0.0009416666666666666,-0.15363124504288717,-0.09173310021045876,0.1048945884416778,,,1,0,0,0
2008-09-01,PFE,Healthcare,-0.0191360768477639,-0.0907914335437921,0.0009416666666666666,-0.020077743514430566,-0.09173310021045876,0.0235675810596913,,,0,0,1,0
2008-09-01,PG,Consumer,-0.0011463062071715,-0.0907914335437921,0.0009416666666666666,-0.0020879728738381663,-0.09173310021045876,0.0721808249326967,,,0,0,0,1
2008-09-01,UNH,Healthcare,-0.1661741606030589,-0.0907914335437921,0.0009416666666666666,-0.16711582726972557,-0.09173310021045876,0.0844019364119437,,,0,0,1,0
2008-09-01,WMT,Consumer,0.0179709453447187,-0.0907914335437921,0.0009416666666666666,0.017029278678052033,-0.09173310021045876,0.0076767744478551,,,0,0,0,1
2008-10-01,AAPL,Technology,-0.0534051117528496,-0.1694245240177707,0.0005583333333333333,-0.053963445086182935,-0.16998285735110402,-0.3295580002003204,,,1,0,0,0
2008-10-01,AMZN,Technology,-0.2133040188144894,-0.1694245240177707,0.0005583333333333333,-0.21386235214782273,-0.16998285735110402,-0.0996164178313605,,,1,0,0,0
2008-10-01,BAC,Financials,-0.2956126007797306,-0.1694245240177707,0.0005583333333333333,-0.29617093411306394,-0.16998285735110402,0.1239565122423342,,,0,1,0,0
2008-10-01,C,Financials,-0.3344709787114556,-0.1694245240177707,0.0005583333333333333,-0.3350293120447889,-0.16998285735110402,0.0800419557535307,,,0,1,0,0
2008-10-01,COST,Consumer,-0.1219774248618099,-0.1694245240177707,0.0005583333333333333,-0.12253575819514323,-0.16998285735110402,-0.0293600285117912,,,0,0,0,1
2008-10-01,GOOGL,Technology,-0.1027665104427845,-0.1694245240177707,0.0005583333333333333,-0.10332484377611782,-0.16998285735110402,-0.1354874099338806,,,1,0,0,0
2008-10-01,GS,Financials,-0.2773435482175905,-0.1694245240177707,0.0005583333333333333,-0.2779018815509238,-0.16998285735110402,-0.2193695286618245,,,0,1,0,0
2008-10-01,JNJ,Healthcare,-0.1146080568776263,-0.1694245240177707,0.0005583333333333333,-0.11516639021095963,-0.16998285735110402,-0.009938896743853,,,0,0,1,0
2008-10-01,JPM,Financials,-0.1167025937591732,-0.1694245240177707,0.0005583333333333333,-0.11726092709250653,-0.16998285735110402,0.2133020030767982,,,0,1,0,0
